planet_name,orbital_period,planet_radius,planet_mass,star_temperature,star_radius,distance
Kepler-885 b,18.11472949,2.5,6.8,6187,1.35,651.318
Kepler-886 b,6.24146367,1.52,2.92,6098,1.16,711.297
Kepler-887 b,20.42228798,1.84,4.04,6194,1.29,886.588
Kepler-887 c,7.63846023,1.13,1.51,6194,1.29,886.588
Kepler-888 b,70.6979061,1.76,3.75,5875,0.9,420.817
Kepler-889 b,3.744439,1.09,1.32,5961,1.25,598.313
Kepler-890 b,52.75875577,8.89,58.6,5954,1.13,1712.12
Kepler-891 b,53.44945593,6.41,33.6,5887,1.07,2340.58
Kepler-892 b,13.7521072,2.81,8.3,4747,0.72,570.727
Kepler-893 b,6.33855761,3.03,9.43,5820,0.99,1285.59
Kepler-894 b,9.803224,2.78,8.15,5603,0.85,1162.91
Kepler-895 b,2.806242328,1.54,2.99,4315,0.61,540.134
Kepler-896 b,144.547396,2.53,6.94,5262,0.81,2334.93
Kepler-896 c,29.5422566,3.15,10.1,5510,0.803,2334.93
Kepler-897 b,8.0472642,2.39,6.3,5839,1.04,1519.25
Kepler-898 b,5.8706191,1.49,2.83,4223,0.62,484.891
Kepler-899 b,19.17891293,2.68,7.65,5595,0.91,1246.43
Kepler-9 b,19.23891,8.29,43.4,5774,0.958,628.257
Kepler-9 c,38.9853,8.08,29.9,5774,0.958,628.257
Kepler-9 d,1.592851,1.64,8.41466053,5777,1.02,628.257
Kepler-90 i,14.44912,1.32,2.3,6015,1.29,848.254
Kepler-900 b,6.9913086,2.08,4.98,4836,0.73,487.525
Kepler-901 b,3.517494394,1.37,2.45,4184,0.57,253.867
Kepler-902 b,40.1099547,2.54,6.99,5647,0.93,1165.34
Kepler-903 b,10.3507721,2.01,4.7,5682,0.97,1369.24
Kepler-903 c,62.9228557,2.53,6.94,5682,0.97,1369.24
Kepler-904 b,3.021668632,1.77,3.78,6160,1.25,978.125
Kepler-905 b,5.082746517,1.41,2.57,5461,0.86,529.268
Kepler-906 b,41.6979976,2.11,5.1,6035,1.02,757.791
Kepler-907 b,15.86621821,1.2,1.87,6106,1.38,352
Kepler-908 b,1.340597468,1.22,1.98,5973,1.12,290.843
Kepler-909 b,13.93290318,1.47,2.76,6154,1.23,309.596
Kepler-91 b,6.24658,15.322703,257.4423,4550,6.3,1294.69
Kepler-910 b,2.364369015,0.82,0.477,6230,1.5,400.289
Kepler-911 b,20.310501,2.6,7.27,6112,1.99,556.168
Kepler-912 b,2.534756273,2.8,8.25,5998,1.11,2004.72
Kepler-913 b,10.29672521,2.06,4.9,4687,0.61,991.618
Kepler-913 c,5.939119816,3.8580709,14.2,6068,1.797,991.618
Kepler-914 b,4.40966548,1.38,2.48,5877,1.15,753.723
Kepler-915 b,4.59489604,1.5,2.86,6173,1.38,849.036
Kepler-916 b,32.2968798,1.76,3.75,5248,0.81,830.712
Kepler-917 b,2.970414375,1.91,4.31,5418,0.76,3460.51
Kepler-918 b,4.85386933,1.74,3.68,6028,1.14,1025.03
Kepler-919 b,11.04603384,2.25,5.69,6113,1.21,1119.87
Kepler-92 b,13.749,3.51,64.3,5883,1.7,477.992
Kepler-92 c,26.723,2.6,6.1,5883,1.7,477.992
Kepler-92 d,49.3568,2.067,11.8666806,5904.34,1.81719,477.992
Kepler-920 b,6.53192704,2.42,6.44,5403,0.85,1001.68
Kepler-920 c,100.8274113,3.8,13.8,5403,0.85,1001.68
Kepler-921 b,51.300634,2.87,8.6,5663,0.91,934.49
Kepler-922 b,0.938466832,1.42,2.6,5671,0.93,536.323
Kepler-923 b,6.93366476,1.38,2.48,5988,1.26,1000.28
Kepler-924 b,61.0370117,3.07,9.64,6167,1.23,1053.04
Kepler-925 b,33.8678531,2.34,6.08,4673,0.72,611.115
Kepler-926 b,52.0688601,2.31,5.95,5806,1.01,921.361
Kepler-927 b,9.1149903,1.72,3.61,5743,0.99,831.685
Kepler-928 b,3.932461302,1.59,3.15,4700,0.7,508.809
Kepler-929 b,0.921032135,1.11,1.41,5869,1.02,1311.23
Kepler-93 b,4.72673978,1.478,4.66,5669,0.919,95.9115
Kepler-93 c,1460,,954,5669,0.92,95.9115
Kepler-930 b,71.4517775,2.13,5.18,6335,1.4,848.396
Kepler-931 b,8.03755877,1.33,2.33,5241,0.81,490
Kepler-932 b,1.921437396,1.37,2.45,5331,0.84,465.612
Kepler-933 b,14.20443009,2.46,6.62,5346,0.84,1017.2
Kepler-934 b,55.6738309,2.09,5.02,5001,0.77,608.738
Kepler-935 b,4.88083852,1.35,2.39,4830,0.73,471.782
Kepler-936 b,10.56134221,1.45,2.7,5482,0.89,823.399
Kepler-937 b,67.668827,3.72,13.4,6095,1.22,1571.46
Kepler-937 c,153.343364,2.67,7.61,6095,1.22,1571.46
Kepler-938 b,52.6298417,2.22,5.56,5533,0.89,1182.05
Kepler-939 b,14.878296,1.75,3.71,5471,0.85,2093.62
Kepler-94 b,2.50806,3.51,10.84,4781,0.76,191.904
Kepler-94 c,820.3,12.5,3126,4781,0.76,191.904
Kepler-940 b,59.6225257,3.34,11.1,5769,0.96,1260.78
Kepler-941 b,17.42395198,3.08,9.69,5539,0.86,1088.36
Kepler-942 b,44.96417488,2.13,5.18,4861,0.75,216.354
Kepler-943 b,49.7701438,5.93,29.5,5612,0.91,2300.53
Kepler-944 b,43.3167737,2.63,7.41,5409,0.83,1349.43
Kepler-945 b,31.0033814,2.63,7.41,5718,0.97,1651.25
Kepler-946 b,11.79162572,1.93,4.38,5665,0.93,1137.29
Kepler-947 b,26.9644317,2.28,5.82,5508,0.87,1730.78
Kepler-948 b,7.76846622,1.85,4.08,5679,0.94,868.017
Kepler-949 b,8.689307296,2.91,8.8,5403,0.86,486.105
Kepler-949 c,20.99757968,2.97,9.11,5211,0.895,486.105
Kepler-95 b,11.5231,3.42,13,5699,1.41,445.656
Kepler-950 b,98.7180406,8.98,59.6,5857,1.02,2161.6
Kepler-951 b,71.52530845,5.59,26.7,4834,0.73,382.509
Kepler-952 b,130.3546919,7.65,45.4,5730,0.99,1304.25
Kepler-953 b,88.40655258,4.21,16.5,5416,0.99,258.893
Kepler-953 c,9.10967112,1.19,1.81,5416,0.99,258.893
Kepler-954 b,16.78176602,2.32,5.99,4990,0.76,215.814
Kepler-955 b,14.53244172,3.13,9.96,5350,0.84,550.383
Kepler-956 b,5.248672631,3,9.27,6040,1.15,544.939
Kepler-957 b,5.907413537,5.5,25.9,4963,0.75,824.688
Kepler-958 b,9.7678805,2.06,4.9,5421,0.86,449.773
Kepler-959 b,14.80074836,4.38,17.6,7005,2.01,807.729
Kepler-96 b,16.2385,2.67,8.46,5690,1.02,122.881
Kepler-960 b,3.12686223,2.29,5.86,4755,0.72,284.916
Kepler-961 b,16.87727414,2.55,7.04,5582,0.9,574.314
Kepler-962 b,12.05707239,1.97,4.54,5478,0.86,411.486
Kepler-963 b,9.97683705,2.66,7.56,5461,0.87,771.494
Kepler-963 c,0.919783,0.6,0.156,5169.47,0.928,771.494
Kepler-964 b,13.5225106,2.12,5.14,5427,0.84,454.626
Kepler-965 b,134.2527298,3.38,11.4,5886,1.15,582.828
Kepler-966 b,99.747622,4.13,16,5840,1.02,1027.8
Kepler-967 b,13.22713379,2.35,6.12,5178,0.8,568.546
Kepler-967 c,198.7112502,3.65,12.9,5178,0.8,568.546
Kepler-968 b,3.692983728,2,4.66,4598,0.7,290.324
Kepler-968 c,5.709404918,1.69,3.5,4598,0.7,290.324
Kepler-969 b,34.1731714,2.07,4.94,5214,0.82,390.354
Kepler-969 c,1.682934604,0.99,0.937,5214,0.82,390.354
Kepler-97 b,2.58664,1.48,3.51,5779,0.98,400.907
Kepler-97 c,789,,344,5779,0.98,400.907
Kepler-970 b,16.736525,2.609,7.31,4290,0.71,331.545
Kepler-971 b,9.59070716,2.13,5.18,5431,0.85,338.522
Kepler-972 b,7.03932553,4.65,19.5,6146,1.22,1198.03
Kepler-973 b,49.6077331,1.96,4.5,5213,0.78,328.52
Kepler-974 b,4.194496514,1.57,3.09,3687,0.5,134.311
Kepler-975 b,1.970342457,1.48,2.79,4897,0.75,426.088
Kepler-975 c,5.05821338,10.69,80.2,4883,1.667,426.088
Kepler-976 b,105.9564148,3.96,14.9,5232,0.83,1012.41
Kepler-977 b,26.85328322,2.62,7.37,5315,0.83,568.751
Kepler-978 b,49.6221509,2.99,9.22,6002,1.09,682.522
Kepler-979 b,8.0880135,2.72,7.85,5310,0.83,576.503
Kepler-98 b,1.54168,1.99,3.55,5539,1.11,350.315
Kepler-980 b,11.55102504,2.67,7.61,5935,1.06,961.468
Kepler-981 b,4.469757736,2.31,5.95,5718,0.96,878.082
Kepler-982 b,15.7738221,2.25,5.69,6139,1.29,801.479
Kepler-983 b,60.0855082,2.36,6.17,6052,1.08,714.437
Kepler-984 b,43.0342272,2.12,5.14,5610,0.93,460.188
Kepler-985 b,116.331901,2.98,9.17,5434,0.85,679.361
Kepler-986 b,56.4349938,2.36,6.17,5642,0.98,548.364
Kepler-987 b,105.3033148,3.26,10.7,5637,0.91,914.126
Kepler-988 b,17.76080053,2.07,4.94,4005,0.53,304.889
Kepler-989 b,7.964315352,2.21,5.52,5074,0.78,491.978
Kepler-99 b,4.60358,1.48,6.15,4782,0.73,208.369
Kepler-990 b,9.91723428,2.6,7.27,5948,1.08,802.163
Kepler-990 c,0.538354308,1.53,2.96,5948,1.08,802.163
Kepler-991 b,82.5342519,2.54,6.99,4392,0.61,389.561
Kepler-992 b,20.16034462,1.62,3.26,4944,0.74,259.639
Kepler-993 b,22.08557563,2.97,9.11,3843,0.54,324.423
Kepler-994 b,1.151166506,1.6,3.19,3934,0.54,188.158
Kepler-995 b,28.26731672,2.7,7.75,5206,0.8,609.638
Kepler-996 b,3.770590584,1.98,4.58,6014,1.14,1216.58
Kepler-997 b,2.707306716,1.36,2.42,6150,1.56,467.568
Kepler-998 b,5.65377733,2.32,5.99,6058,1.18,986.364
Kepler-999 b,5.991857017,2.34,6.08,6237,1.65,545.063
L 168-9 b,1.40152604,1.63,4.07,3842,0.604,25.1496
L 363-38 b,8.781,2,4.67,3129,0.274,10.2295
L 98-59 b,2.253114,0.837,0.46,3415,0.3155,10.6194
L 98-59 c,3.6906764,1.329,2,3415,0.3155,10.6194
L 98-59 d,7.450729,1.627,1.64,3415,0.3155,10.6194
L 98-59 e,12.8278,1.49,2.82,3415,0.3155,10.6194
L 98-59 f,23.064,1.48,2.8,3415,0.3155,10.6194
LHS 1140 b,24.73723,1.73,5.6,3096,0.2159,14.9861
LHS 1140 c,3.77794,1.272,1.91,3096,0.2159,14.9861
LHS 1478 b,1.9495378,1.242,2.33,3381,0.246,18.2276
LHS 1678 b,0.8602325,0.685,0.35,3490,0.329,19.8782
LHS 1678 c,3.694284,0.941,1.4,3490,0.329,19.8782
LHS 1678 d,4.9652229,0.981,0.907,3490,0.329,19.8782
LHS 1815 b,3.814334,1.088,1.58,3643,0.501,29.8424
LHS 1903 b,2.1555098,1.382,3.28,3664,0.539,35.6917
LHS 1903 c,6.226185,2.046,4.55,3664,0.539,35.6917
LHS 1903 d,12.566287,2.5,5.96,3664,0.539,35.6917
LHS 1903 e,29.31773,1.732,5.79,3664,0.539,35.6917
LHS 3154 b,3.71778,3.69,13.15,2861,0.1405,15.7606
LHS 3844 b,0.462929709,1.286,2.37,3080,0.189,14.8846
LHS 475 b,2.029088,0.991,0.941,3300,0.2789,12.4814
LP 261-75 b,,12.1,6674.396547,3138,0.308,33.928
LP 714-47 b,4.052037,4.7,30.8,3950,0.584,52.616
LP 791-18 b,0.9479981,1.212,1.94,2960,0.182,26.4927
LP 791-18 c,4.98991,2.488,7.16,2960,0.182,26.4927
LP 791-18 d,2.75485,1.032,0.91,2960,0.182,26.4927
LP 890-9 b,2.7299025,1.32,13.2,2850,0.1556,32.4298
LP 890-9 c,8.457463,1.367,25.3,2850,0.1556,32.4298
LSPM J2116+0234 b,14.4399,3.71,13.3,3475,0.431,17.6297
LTT 1445 A b,5.3587635,1.34,2.73,3562,0.271,6.86929
LTT 1445 A c,3.1239035,1.147,1.54,3340,0.265,6.86929
LTT 3780 b,0.76837931,1.325,2.46,3358,0.38,21.9814
LTT 3780 c,12.252284,2.39,8.04,3358,0.38,21.9814
LTT 9779 b,0.792052,4.72,29.32,5443,0.949,80.4373
LkCa 15 b,,,,4194,1.60711,158.152
LkCa 15 c,,,,4194,1.60711,158.152
Luhman 16 b,9697,11.9,9344.155166,,,
Lupus-TR-3 b,3.91405,9.976,257.431,5000,0.82,773.409
M62H b,0.132935028,,785.0361653,,,
MASCARA-1 b,2.14877381,17.90074218,1175.971,7490,2.082,182.273
MASCARA-4 b,2.8240932,16.98160576,532.3625817,7800,1.79,170.696
MOA-2007-BLG-192L b,,3.58,12.49,,,2160
MOA-2007-BLG-400L b,,13.5,540.3082919,,,6890
MOA-2008-BLG-310L b,,5.18,23.4,,,7700
MOA-2008-BLG-379L b,,13,1300,,,3300
MOA-2009-BLG-266L b,2800,3.21,10.4,,,3040
MOA-2009-BLG-319L b,,9.64,67.3,,,7050
MOA-2009-BLG-387L b,1980,13.2,830,,,5690
MOA-2010-BLG-073L b,,12.4,3500,,,2800
MOA-2010-BLG-117L b,,14.2,170,,,3500
MOA-2010-BLG-328L b,,2.99,9.2,,,810
MOA-2010-BLG-353L b,,11.1,86,,,6430
MOA-2010-BLG-477L b,,13.6,480,5950,,2300
MOA-2011-BLG-028L b,,5.99,30,,,7380
MOA-2011-BLG-262L b,,4.29,17,,,7200
MOA-2011-BLG-291L b,,4.43,18,,,4400
MOA-2011-BLG-293L b,3000,12.9,1500,,,7720
MOA-2011-BLG-322L b,,12.4,3690,,,7560
MOA-2012-BLG-006L b,,12.6,2700,,,5300
MOA-2012-BLG-505L b,,2.48,6.7,,,7210
MOA-2013-BLG-220L b,,13.2,871,,,6720
MOA-2013-BLG-605L b,,1.62,3.24,,,850
MOA-2015-BLG-337L b,,6.42,33.7,,,7100
MOA-2016-BLG-227L b,,13.2,890,,,6500
MOA-2016-BLG-319L b,,14.1,200,,,6800
MOA-2016-BLG-526L b,,3.97,14.93793513,,,6930
MOA-2019-BLG-008L b,,12.2,5720.911326,,,2700
MOA-2020-BLG-135L b,,3.37,11.3,,,7900
MOA-2020-BLG-208L b,,7.71,46,,,7490
MOA-2022-BLG-033L b,,3.52,12.15,,,1840
MOA-2022-BLG-091L b,,13,1141.003981,,,4250
MOA-2022-BLG-249L b,,2.04,4.83,,,2000
MOA-2022-BLG-563L b,,14,127.1313628,,,6530
MOA-bin-1L b,,13,1200,,,5100
MOA-bin-29 b,,14.1,190,,,7120
MWC 758 c,,,,7314,2.01446,159.537
MXB 1658-298 b,760,12,7532.571,,,
NGC 2682 Sand 1429 b,77.48,13.4,572.0911326,6000,2.13,852.793
NGC 2682 Sand 978 b,511.21,13.3,692.8694,4200,21.017414,821.918
NGC 2682 YBP 1194 b,6.959,12.3,101.7056,5780,0.99,872.92
NGC 2682 YBP 1514 b,5.118,14,127.132,5725,0.89,914.221
NGC 2682 YBP 401 b,4.087,14.3,146.2018,6165,1.215821,830.822
NGTS-1 b,2.647298,14.90797,258.07796,3916,0.573,218.121
NGTS-10 b,0.7668944,13.506845,687.14846,4600,0.697,324.6986504
NGTS-11 b,35.45533,9.157753,109.33352,5050,0.832,190.422
NGTS-12 b,7.532806,11.747032,66.10864,5690,1.589,446.442
NGTS-13 b,4.119027,12.800678,1538.2972,5819,1.788,647.595
NGTS-14 A b,3.5357173,4.976796,29.24036,5187,0.842,322.148
NGTS-15 b,3.27623,12.32987877,238.6891337,5600,0.954,786.485
NGTS-16 b,4.84532,14.57167491,211.9915475,5550,1.213,898.168
NGTS-17 b,3.24253,13.89913607,242.820903,5650,1.337,1040.28
NGTS-18 b,3.05125,13.56286665,129.9918185,5610,1.392,1096.19
NGTS-2 b,4.511164,17.878355,235.1942,6478,1.702,356.391
NGTS-20 b,54.18915,11.99360935,947.1286529,5980,1.78,382.898
NGTS-21 b,1.5433897,14.90794433,750.0750405,4660,0.86,592.891
NGTS-23 b,4.0764326,14.20177855,194.8288135,6057,1.24,1074.95
NGTS-24 b,3.4678796,13.60770257,165.2707716,5820,1.64,683.062
NGTS-25 b,2.823093,11.46678726,203.0923521,5321,0.86,521.233
NGTS-26 b,4.5199279,14.88552637,92.80589484,5550,1.16,1093.69
NGTS-27 b,3.3704181,15.64773706,188.4722454,5700,1.77,942.122
NGTS-3 A b,1.6753728,16.58932,756.4354,5600,0.93,743.972
NGTS-30 b,98.29838,10.40193409,305.1152707,5455,0.913,238.377
NGTS-31 b,4.162734,18.04645893,355.9678158,5710,1.7,497.376
NGTS-32 b,3.31211,15.91675259,181.162192,5680,1.85,837.457
NGTS-33 b,2.827972,18.38272835,1153.717117,7437,1.47,437.855
NGTS-34 b,43.12655,3.65,19.1,6134,1.367,120.475
NGTS-35 b,25.241192,10.9,152,4717,0.753,183.078
NGTS-4 b,1.3373508,3.18,20.6,5143,0.84,280.555
NGTS-5 b,3.3569866,12.733424,72.78307,4987,0.739,306.779
NGTS-6 b,0.882059,14.863134,425.57437,4730,0.754,308.262
NGTS-8 b,2.4997,12.21781,295.5819,5241,0.98,428.976
NGTS-9 b,4.43527,11.99363,921.707,6330,1.38,609.128
NN Ser c,6987,12.6,2329.6,57000,,515.818
NN Ser d,2880,13.3,724.622,57000,,515.818
NSVS 14256825 b,3225,12.3,4497.2945,40000,0.188,820.877
NY Vir b,3160,13.3,730.978,32780,0.151,544.024
NY Vir c,8799,12.8,1760.7782,32780,0.151,544.024
OGLE-2003-BLG-235L b,,13.2,830,,,5800
OGLE-2005-BLG-071L b,,13,1200,,,3200
OGLE-2005-BLG-169L b,,3.84,14.1,,,4100
OGLE-2005-BLG-390L b,3285,2.21,5.5,,,6600
OGLE-2006-BLG-109L b,1788.5,14,231,,,1510
OGLE-2006-BLG-109L c,4927.5,11.1,86,,,1510
OGLE-2006-BLG-284L A b,,14.3,144,,,4000
OGLE-2007-BLG-349L AB c,2557,10.7,80,,,2760
OGLE-2007-BLG-368L b,,4.72,20,,,5900
OGLE-2008-BLG-092L b,,8.74,57,,,8100
OGLE-2008-BLG-355L b,,12.9,1500,,,6800
OGLE-2011-BLG-0173L b,,9.01,60,,,6100
OGLE-2011-BLG-0251L b,,14.2,170,,,2570
OGLE-2011-BLG-0265L b,,13.9,280,,,4380
OGLE-2012-BLG-0026L b,,7.72,46.1,,,4019
OGLE-2012-BLG-0026L c,,13.9,270,,,4019
OGLE-2012-BLG-0358L b,,13.4,588,,,1760
OGLE-2012-BLG-0406L b,,13.2,868,,,4970
OGLE-2012-BLG-0563L b,,13.6,120,,,1300
OGLE-2012-BLG-0724L b,,14.3,150,,,6700
OGLE-2012-BLG-0838L b,,8.39,53.1,,,6320
OGLE-2012-BLG-0950L b,,6.56,35,,,2600
OGLE-2013-BLG-0102L b,,12.3,4100,,,3040
OGLE-2013-BLG-0132L b,,11.6,92,,,3900
OGLE-2013-BLG-0341L B b,,1.16,1.66,,,911
OGLE-2013-BLG-0911L b,,12.5,3020,,,3220
OGLE-2013-BLG-1721L b,,14.1,200,,,6300
OGLE-2013-BLG-1761L b,,13.2,860,,,6900
OGLE-2014-BLG-0124L b,,14.1,206.5884646,,,3500
OGLE-2014-BLG-0221L b,,12.9,1382.55357,,,3680
OGLE-2014-BLG-0319L b,,14.1,181.162192,,,7730
OGLE-2014-BLG-0676L b,,13,1169.608538,,,2670
OGLE-2014-BLG-1722L b,,8.59,55.3,,,6400
OGLE-2014-BLG-1722L c,,11,83.7,,,6400
OGLE-2014-BLG-1760L b,,13.8,295.8982469,,,7056
OGLE-2015-BLG-0051L b,,14,230,,,8200
OGLE-2015-BLG-0954L b,,13.1,1100,,,1200
OGLE-2015-BLG-0966L b,,4.86,21,,,3300
OGLE-2015-BLG-1609L b,,10.4,76.27881768,,,3300
OGLE-2015-BLG-1649L b,,13.2,807,,,4230
OGLE-2015-BLG-1670L b,,4.42,17.9,,,6700
OGLE-2015-BLG-1771L b,,14.3,138,,,7070
OGLE-2016-BLG-0007L b,14200,1.09,1.32,,,4300
OGLE-2016-BLG-0263L b,,13,1300,,,6500
OGLE-2016-BLG-0613L AB b,,13,1330,,,3410
OGLE-2016-BLG-1067L b,,14.3,140,,,3730
OGLE-2016-BLG-1093L b,,14,225.658169,,,8120
OGLE-2016-BLG-1190L b,1220,12.3,4253,,,6770
OGLE-2016-BLG-1195L b,,1.11,1.43,,,3910
OGLE-2016-BLG-1227L b,,13.9,250,,,
OGLE-2016-BLG-1266L b,,12.4,3813.940884,,,3080
OGLE-2016-BLG-1598L b,,13.6,120.7747947,,,5910
OGLE-2016-BLG-1800L b,,13.2,823.1755741,,,6480
OGLE-2017-BLG-0173L b,,1.62,3.269,,,4705
OGLE-2017-BLG-0364L b,,10.3,75.8,,,7860
OGLE-2017-BLG-0373L b,,14,127,,,5915
OGLE-2017-BLG-0406L b,,14.2,130,,,5200
OGLE-2017-BLG-0448L b,,4.08,15.6,,,7530
OGLE-2017-BLG-0482L b,,2.95,9,,,5800
OGLE-2017-BLG-0604L b,,14.2,160,,,3950
OGLE-2017-BLG-0640L b,,13.5,514.8820193,,,6630
OGLE-2017-BLG-1049L b,,12.8,1760,,,5670
OGLE-2017-BLG-1099L b,,13.1,959.8417891,,,7250
OGLE-2017-BLG-1140L b,,13.5,505,,,
OGLE-2017-BLG-1237L b,,13,1207.747947,,,6030
OGLE-2017-BLG-1275L b,,12.8,1875.187601,,,7690
OGLE-2017-BLG-1375L b,,12.4,3585,,,3930
OGLE-2017-BLG-1434L b,,1.94,4.43,,,860
OGLE-2017-BLG-1522L b,,14,240,,,7490
OGLE-2017-BLG-1691L b,,3.92,14.62010672,,,7290
OGLE-2017-BLG-1806L b,,2.15,5.27,,,6400
OGLE-2018-BLG-0298L b,,7.56,44.49597698,,,6540
OGLE-2018-BLG-0383L b,,2.41,6.4,,,7700
OGLE-2018-BLG-0506L b,,4.18,16.3,,,5600
OGLE-2018-BLG-0516L b,,4.73,20.1,,,7000
OGLE-2018-BLG-0532L b,,2.37,6.228,,,773
OGLE-2018-BLG-0567L b,,12.3,101.7050902,,,7060
OGLE-2018-BLG-0596L b,,3.81,13.93,,,5650
OGLE-2018-BLG-0677L b,,1.82,3.96,,,7580
OGLE-2018-BLG-0740L b,5480,12.9,1500,5912,,3200
OGLE-2018-BLG-0799L b,,10.9,82.63538582,,,4050
OGLE-2018-BLG-0932L b,,13.9,282.8672822,,,6620
OGLE-2018-BLG-0962L b,,13.6,425.8900654,,,6500
OGLE-2018-BLG-0977L b,,2.41,6.4,,,6500
OGLE-2018-BLG-1011L b,,13.5,570,,,7100
OGLE-2018-BLG-1011L c,,13.2,890,,,7100
OGLE-2018-BLG-1119L b,,13.9,289.2238504,,,5760
OGLE-2018-BLG-1126L b,,4.41,17.79839079,,,5700
OGLE-2018-BLG-1185L b,,2.83,8.4,,,7400
OGLE-2018-BLG-1212L b,,9.32,63.5656814,,,1550
OGLE-2018-BLG-1269L b,,14.1,210,,,2510
OGLE-2018-BLG-1367L b,,13.8,301.9369867,,,5370
OGLE-2018-BLG-1428L b,,14,240,,,6220
OGLE-2018-BLG-1647L b,,13.8,308.2935548,,,7880
OGLE-2018-BLG-1700L b,,12.9,1400,,,7600
OGLE-2019-BLG-0249L b,,12.7,2262.938258,,,6370
OGLE-2019-BLG-0299L b,,12.7,1976.892692,,,5830
OGLE-2019-BLG-0304L b,,14.2,162.0924876,,,6980
OGLE-2019-BLG-0362L b,,13.1,1036.120607,,,5830
OGLE-2019-BLG-0468L b,,13.1,1090.151436,,,4400
OGLE-2019-BLG-0468L c,,12.5,3248.20632,,,4400
OGLE-2019-BLG-0679L b,,13.1,1061.546879,,,5630
OGLE-2019-BLG-0954L b,,12.3,4513.163379,,,3630
OGLE-2019-BLG-0960L b,,1.39,2.5,,,980
OGLE-2019-BLG-1053L b,,1.38,2.48,,,6800
OGLE-2019-BLG-1180L b,,13.5,555.246227,,,6070
OGLE-2019-BLG-1470L AB c,,13.3,699.2224954,,,5900
OGLE-2019-BLG-1492L b,,6.79,37.1,,,5600
OGLE-2023-BLG-0836L b,,12.9,1385.731855,,,5120
OGLE-TR-10 b,3.101278,14.011,197.046,5950,1.17,1344.97
OGLE-TR-111 b,4.0144463,11.421971,174.799,5040,0.83,1068.33
OGLE-TR-113 b,1.4324752,12.251,400.449,4790,0.774,566.459
OGLE-TR-132 b,1.689868,13.45,375.02,6210,1.32,2012.62
OGLE-TR-182 b,3.9791,12.666,320.995,5924,1.14,2501.75
OGLE-TR-211 b,3.67724,15.244,327.351,6325,1.64,1515.26
OGLE-TR-56 b,1.2119189,15.278,441.77,6050,1.363,282.8391387
OGLE2-TR-L9 b,2.4855335,18.046,1430.175,6933,1.53,1627.63
Oph 11 b,7300000,12.3,4449.62,2375,0.232692,136.165592
PDS 70 b,43500,21.96960217,1017.050902,4109,1.26,113.064
PDS 70 c,,22.19378179,2383.713053,4109,1.26,113.064
PH1 b,138.317,6.18,169,6407,1.734,1033.16
PH2 b,282.52542,9.33708092,87.08498352,5734,0.949,343.863
POTS-1 b,3.1606296,10.548,734.16,4400,0.588,747.959
PSR B0329+54 b,10140,1.22,1.97,,,504.9331206
PSR B1257+12 b,25.262,0.338,0.02,,,600
PSR B1257+12 c,66.5419,1.91,4.3,,,600
PSR B1257+12 d,98.2114,1.8,3.9,,,600
PSR B1620-26 b,,13.3,794.575,,,
PSR J1719-1438 b,0.090706293,,382.8,4500,,1200
PSR J2322-2650 b,0.322963997,13.9,252.643067,,,230
PZ Tel b,44000,11.9,8581.366989,5169,1.25646,47.0648
Pr0201 b,4.4264,14.2,171.6282,6174,1.15,180.64
Pr0211 b,2.1461,13.4,597.5204,5300,0.827,182.714
Pr0211 c,4850,12.6,2475.8957,5300,0.827,182.714
Proxima Cen b,11.18465,1.02,1.055,2900,0.141,1.30119
Proxima Cen d,5.12338,0.692,0.26,2900,0.141,1.30119
Qatar-1 b,1.4200242,12.811887,411.27202,5013,0.803,185.615
Qatar-10 b,1.645321,17.295487,233.92288,6124,1.254,559.068
Qatar-2 b,1.33711647,14.056,792.635,4645,0.776,181.374
Qatar-3 b,2.5079204,12.285064,1369.8473,6007,1.272,735.601
Qatar-4 b,1.8053564,12.722215,1938.763,5215,0.849,329.036
Qatar-5 b,2.8792319,12.408363,1373.0256,5747,1.076,367.658
Qatar-6 b,3.506195,11.903958,212.31044,5052,0.722,100.848
Qatar-7 b,2.032046,19.0553,597.5204,6387,1.564,705.981
Qatar-8 b,3.71495,14.403565,117.91493,5738,1.315,281.498
Qatar-9 b,1.540731,11.309881,378.2177,4309,0.696,213.771
ROXs 12 b,,12.2,5085,3850,1.06627,136.65
ROXs 42 B b,,12.5,2860,3433,1.33658,143.59
RR Cae b,4343.5,13,1334.886,3904,0.193119,21.1916
Ross 128 b,9.8658,1.11,1.4,3192,0.1967,3.37454
Ross 176 b,5.0066338,1.84,4.57,4041,0.569,46.4488
Ross 458 c,,14.01125,1906.98,3965.42,0.562566,11.5094
Ross 508 b,10.77,1.83,4,3071,0.2113,11.2103
SPECULOOS-3 b,0.71912603,0.977,0.894,2800,0.123,
SR 12 AB c,,12.3,4131.62,3828.93,1.103075,112.3172158
SWEEPS-11 b,1.796,12.666,3082.82,,1.45,8500
SWEEPS-4 b,4.2,9.079,1207.7,,1.18,8500
TAP 26 b,10.79,13.5,527.5978,4620,1.17,121.402
TCP J05074264+2447555 b,,4.72,20,5805,1.42487,505
TIC 117642575 b,4.944590602,2.82716337,8.38,5719.98,1.08102,188.758
TIC 139270665 b,23.624,7.22979255,147.1545524,5844,1.016,189.875
TIC 139270665 c,1010,12.9,1554.18091,5844,1.016,189.875
